"Gene_Name","Log_Fold_Change","P_Value"
"Gm48280",-1.71141634449836,0.480424002155806
"4930598N05Rik",3.91600422040566,0.267855466934058
"Gm31904",-1.04005266558412,0.801488870606567
"Gm48324",-1.70544148844281,0.636306368438127
"Gm28905",-0.650864519447425,0.715751723283349
"Gm48281",0.593378753801062,0.725051857089739
"Rab32",0.535033875198748,0.302099058778549
"Grm1",-0.113980041072112,0.68665933544224
"Gm48400",0,1
"4930567K20Rik",-0.617731822258699,0.504550878575441
"Gm48406",0,1
"Gm9797",-0.397962132018806,0.389497835624359
"Shprh",0.0772214768012522,0.631394771049096
"Gm16577",0.131453679617831,0.966749667820898
"4930432B10Rik",-0.298397548332188,0.770465205756821
"Fbxo30",0.116421374315474,0.547239952387597
"Gm25979",3.58869071466198,0.377025358006118
"Epm2a",-0.324090230254107,0.276727710961545
"Rpl17-ps11",-0.120820363947945,0.964951934353027
"B230208H11Rik",1.02817960933448,0.475788175586236
"Stx11",0.230659568992053,0.8143986087271
"Sf3b5",-0.145983444912399,0.412569771960084
"Gm48723",1.85528978017691,0.626632184530723
"Gm48724",2.06238041964729,0.638396730259415
"Gm23680",0,1
"Gm25139",1.22228119115646,0.781523833366593
"Utrn",0.171114746761293,0.339619490479029
"Gm48798",-3.29036290001213,0.427736500566344
"Gm23044",1.22225745363519,0.781527968625822
"Gm7525",0,1
"Plagl1",0.0314897811347227,0.90220565299758
"Gm27741",1.22228119115646,0.781523833366593
"Ltv1",-0.0302367928297126,0.882308296073647
"Phactr2",0.0370058786817141,0.951980122268612
"Fuca2",-0.109293643824227,0.597307726194308
"Pex3",0.0478440546916611,0.727510089306025
"Adat2",-0.427653509264672,0.49184308377724
"Aig1",-0.241394159677918,0.113737763426654
"Gm48843",0.740333909597056,0.866600514825729
"Gm40603",-0.948417259430279,0.811972604558111
"Adgrg6",1.41846830461276,0.0121583226950202
"Gm46212",4.42300426212003,0.0677867105428343
"Gm10335",-0.774120536606642,0.0394700038480683
"Gm28289",-3.73556080782633,0.374579168975027
"Hivep2",-0.584283012711744,0.0478445255919602
"Gm47710",0.273961800505776,0.571282841555166
"Vta1",-0.1393000153882,0.437203586720518
"Nmbr",-0.381195889569203,0.399582378041798
"Gje1",-0.180782782098307,0.813179231808145
"B230364G03Rik",-0.202547160233892,0.873394747104264
"Gm16234",0.413431505276015,0.607888561026061
"Gm8355",-0.193369150956995,0.454715477005739
"Gm47760",1.60226500201824,0.715840607286435
"Gm47761",0.74291788944009,0.229865118015551
"Cited2",-0.831577426735422,0.00610734665580708
"Gm20655",0.267552275770737,0.814294656588965
"Txlnb",-0.0612226066142447,0.95102263969941
"Gm7584",-0.119902118037109,0.933316061508823
"Heca",0.123171540904524,0.904946583391386
"Abracl",-0.246016978641736,0.524102560887169
"Gm17711",2.06238041964729,0.638396730259415
"Ect2l",0.336548621785504,0.482185513659353
"Reps1",0.104598411019086,0.569550325801997
"Gm10827",1.01155602333725,0.00123062304371527
"Ccdc28a",-0.090923877589121,0.725966603115717
"Hebp2",-0.153489516478136,0.655830691782215
"Gm18942",-2.08078725889632,0.628206272870453
"Nhsl1",-0.695641725857461,0.151827734564031
"Perp",-0.315152003659671,0.440632345364686
"Gm48297",-4.02566040447867,0.0960927118397285
"Arfgef3",-0.0136353476314364,0.942640018354574
"Gm32926",0.310289193890765,0.629396724072795
"Gm4922",-0.369084631355958,0.571049637352967
"4930444F02Rik",1.43842829848512,0.372976682575368
"Tnfaip3",-0.213959150730361,0.433215229889254
"Ifngr1",0.0312554854289195,0.85989230044124
"9230106D20Rik",3.11876118204344,0.474305499934699
"Il20ra",-0.437572792821546,0.35620801690513
"Gm33332",-2.87416296263422,0.498000558819302
"Slc35d3",0.150774633552046,0.707074131271748
"Gm48714",0.245908548597794,0.802379826274985
"Pex7",-0.0749647089279303,0.664400973004546
"Map3k5",0.187660248080498,0.375214248262691
"Mtfr2",-0.252352438446523,0.804324625529457
"Gm48537",0,1
"Map7",0.0652738029380678,0.560201289518119
"Gm48249",-0.190247111860865,0.646538536802325
"Gm30285",-0.637687565958985,0.676280240934748
"Bclaf1",0.154900879448859,0.295682960905978
"4930405J17Rik",-0.589527660158394,0.0823035036910173
"Rpl32l",0.0286313260356456,0.955242001088497
"4933406P04Rik",-0.60263580419123,0.233868775810841
"Pde7b",0.00484512135389331,0.986936501456768
"Gm17230",-0.606815664139576,0.662372352536329
"Gm17229",0.815366044479259,0.314857641147376
"Myb",0.511434319668844,0.18550134054674
"Gm26577",-1.19911203958294,0.703727081256361
"Ahi1",0.0235428543585711,0.885445074585152
"Gm10826",-0.162290724142741,0.848920808515825
"Gm20149",0.438094944129184,0.374257911150238
"Aldh8a1",-1.61983749976166,0.247259437522208
"Platr6",-4.08358486915866,0.0958062577409524
"Hbs1l",-0.108553272726905,0.565773204916889
"4930455C13Rik",-0.648154688315706,0.731165407098743
"Gm8540",4.57389240922188,0.0400974203547436
"Gm7672",-0.0283436768871133,0.984749242609563
"Gm18637",-1.09498178336097,0.49289364757483
"Gm4895",0.626480082853748,0.738609440636023
"Sgk1",-0.054428237071156,0.675951984172593
"Gm26585",-2.87412138949771,0.498006997456484
"Gm16531",-1.73013574327869,0.228090459050211
"H60b",-1.91559227428389,0.440579763544369
"Raet1e",2.06236991049518,0.638398441169461
"Gm26740",-0.425831175255163,0.834694288976788
"Gm26581",1.0365755107181,0.246679350340303
"Hmgb1-ps8",-1.8331885444752,0.571999351923992
"Gm26528",2.19797748584055,0.616139559443941
"C920009B18Rik",2.90495393685872,0.353949329770095
"Raet1d",2.50058976363481,0.480832474647879
"Gm1972",-1.76662122922498,0.19352133533409
"Gm5421",-2.08073724066926,0.628214894250283
"Slc2a12",0.224325318792398,0.652901701131458
"Tbpl1",-0.0195643164582063,0.903573314505643
"AC166256.1",0.509341284601188,0.488720264628318
"Mir7663",0.396453653695852,0.855146416694885
"Eya4",-0.546736966428504,0.641773814116834
"Rps12",-0.0703873631563754,0.694768339198673
"Gm23130",0.361317403252833,0.859485866353671
"Snord100",0.0151735909864823,0.993411234606061
"Snora33",0.225086736858139,0.912451853626296
"Slc18b1",-0.114836216475419,0.582075065207438
"Vnn3",3.28834795188124,0.450256035569684
"Vnn1",0,1
"Gm40614",-2.32764666606586,0.581439116460627
"Moxd1",-0.19783168557741,0.476261974392018
"Stx7",-0.123863698897513,0.445588325921374
"Gm15270",-0.68982418138954,0.241288700356137
"Gm6893",-0.457640008579272,0.891172704111755
"Ccn2",0.27957396017419,0.0860237140202431
"Enpp1",0.630423978185072,0.390334525050722
"Enpp3",-1.62041072536823,0.0509070838301347
"Arg1",0.548950978290338,0.311216464297971
"Gm47715",-2.80930084384901,0.431323723287602
"Gm22566",-2.08073724066926,0.628214894250283
"Med23",0.0812634793299793,0.615725472935278
"Gm23410",-3.9816776876956,0.332152227601972
"Mir6905",0.545498816644665,0.622691371019322
"Akap7",0.145851995151664,0.462718282393658
"Gm7791",0.475537169608935,0.868825171847691
"Gm25016",-3.29049763291442,0.435794702003339
"Gm40617",0.0488169371607769,0.964714148201911
"Gm26167",1.92022866006993,0.262861417330969
"Gm29571",-0.213229915374907,0.920553538492225
"Gm47924",0.472112287906616,0.734616548134614
"Gm36908",-1.73705002941926,0.412772000509566
"Gm36543",2.97720645806482,0.494909654731057
"Gm47939",0.427926706820509,0.633371194029497
"Epb41l2",0.00984390479324353,0.937416186759624
"Gm47830",0.710344517533019,0.000453432602905761
"Tmem200a",-0.249140408672594,0.214709130510438
"Gm9767",0.62083484929658,0.496385700391505
"Gm4739",0.143328625334785,0.836361677850505
"Samd3",0.0692049737655312,0.979879880612543
"Gm48893",0.720517614674264,0.318747958686836
"L3mbtl3",0.341261673908013,0.263821937418487
"Gm27754",-0.655858803947985,0.757985944328209
"Gm23757",0,1
"Arhgap18",-0.00363039311593926,0.991300238582321
"Gm10145",-0.291770068287514,0.657075838667969
"Gm48084",1.81729391682015,0.679298565152809
"Gm30534",3.16791411655123,0.390991117014757
"Lama2",-0.0324644559294482,0.932031516260989
"Gm17917",1.73818863928179,0.692685855337963
"4930579H20Rik",3.85980060991325,0.212880241336213
"Gm36962",-0.683941929489724,0.744909230718014
"2310057J18Rik",0,1
"Gm30619",-2.6628193672947,0.531288849900194
"Gm9824",-0.627265443960681,0.228574832562134
"Ptprk",0.0710765011675014,0.657379315524329
"Soga3",-0.00124381937452564,0.993945957720895
"Gm49353",-1.59901063616843,0.640538047319244
"9330159F19Rik",0.137386269093808,0.693658949715389
"Gm9996",-1.07752695538742,0.21386551931498
"Echdc1",-0.0214296262530708,0.942086657353383
"Rnf146",-0.0327216965477609,0.88198556136379
"Gm25596",-2.07645458924829,0.312416776661904
"Gm46218",0.335246879953818,0.50769112679417
"Gm30698",-0.328034551965164,0.525943094151692
"Gm47483",0.335582953406596,0.324162222444172
"Gm20276",3.58786430973395,0.40952546913536
"Gm48159",2.05479635203637,0.639651101259095
"Rspo3",-0.119980022987409,0.904963428438136
"Gm10275",-0.75154886457521,0.316706805718643
"Gm48215",0.740333909597056,0.866600514825729
"Gm232",-2.19279641900673,0.164298531200873
"Cenpw",0.316659857499456,0.588135204251404
"Hey2",0.369758994243623,0.173289610379191
"Hddc2",-0.0131801065503828,0.959019148001349
"Gm48865",0.987177019797009,0.596014275619617
"Tpd52l1",-0.160753647024209,0.755011126437642
"Gm48094",0,1
"Gm48093",0,1
"Supt4b",0.559018045830853,0.647481009278382
"Gm48092",5.52353798793246,0.014727872028289
"Trmt11",-0.147922059509398,0.351065845236104
"Hint3",0.273496823450437,0.195470470223733
"Ncoa7",0.0955202485583351,0.762454418932935
"Gm24189",-0.48060545390899,0.727180317127016
"Gm48233",1.03016775074862,0.367514553116668
"Gm20300",0.00467544373521701,0.97394433162996
"Gm48334",0.662991805257976,0.340874375443889
"Gm5171",0.496989936361132,0.440150377480969
"Gm48335",0.242875195258572,0.657417440714335
"Rnf217",0.0269575068161673,0.923775776966327
"Gm7909",-0.118568909284011,0.899495114317071
"Gm47693",-0.727942477445804,0.625055842806954
"Trdn",-5.32181269359496,0.0651262026699347
"Gm47831",-5.39454329021777,0.174477024248256
"Gm47845",0,1
"D830005E20Rik",2.92455318707568,0.502693973892084
"Gm47842",-1.72143764156498,0.534970015115515
"Gm47844",-1.55607489936706,0.521054391522888
"Gm10327",-0.376754402401048,0.418896022476134
"Rsph4a",1.47195664518858,0.597380023395892
"Clvs2",-0.0750241163822289,0.826232232952174
"Gm47911",-2.52700588522055,0.546093099768893
"Gm15939",0.989410122559481,0.69781743452007
"Gm47910",0.225620210386758,0.910483273019175
"Zup1",0.320765652603962,0.0521316981507422
"Nkain2",0.0423659742463816,0.977073303310922
"Gm18704",0,1
"Gm47704",-2.67031244626822,0.318157764508014
"Gm47702",-1.76645453787396,0.393594783933245
"C030006N10Rik",4.62506224998677,0.14826514084415
"A230081H15Rik",-0.474743889888288,0.885568338051383
"Gm47700",0,1
"A830082N09Rik",-0.254861425480044,0.914502635552031
"Rwdd1",-0.111086523882935,0.526518943432669
"Gm48045",-0.44042416662224,0.36589959223625
"Trappc3l",2.26155343146999,0.605818520764026
"Calhm4",0,1
"Calhm5",-0.580889128090448,0.357574212296055
"Calhm6",4.64256140723261,0.136143039687199
"Frk",0.0993818007879983,0.892218164310475
"Gm18252",-4.65810309217607,0.265919953390343
"Amd2",-0.169606995192363,0.208707402195887
"Dse",0.0597311007361593,0.889301214874006
"Gm26564",4.13841894912621,0.285571719525343
"Gm47485",-2.2866652708769,0.593116926617663
"Nt5dc1",-0.080456618799046,0.810112993504009
"Gm47512",-0.893040849993202,0.108265524011988
"Col10a1",-0.13598967721524,0.95432838574044
"Tspyl1",-0.132182910913546,0.304932250660256
"Gm47445",1.44118337137757,0.19754007945293
"Gm47508",0.303800214732226,0.535388575890782
"Tspyl4",-0.185511156896982,0.340527877726341
"Hs3st5",-0.22126798458317,0.473449337038265
"Gm47054",3.53041284881505,0.396461361265308
"Gm22554",-1.15072424430219,0.793731033188359
"Hdac2",-0.262547031006294,0.029090064334499
"Gm38231",0,1
"5930403N24Rik",-0.0643438347385419,0.928176473972081
"Marcks",-0.051171207751971,0.76407686933005
"Lama4",0.309265021426943,0.558303909283432
"Fam229b",0.153688155421465,0.390705349269101
"Tube1",0.0920520219432533,0.640083071032497
"Ccn6",-0.170991125531682,0.698393734385935
"Gm6477",-0.508347224443683,0.528339335816036
"Mfsd4b4",0.356867269857903,0.242537077741844
"4930547M16Rik",0.0784404673039481,0.887238950178965
"Mfsd4b2",4.61517548350957,0.188764243807466
"Gm31848",1.55051042021094,0.563741414873766
"Mfsd4b3-ps",0,1
"Mfsd4b5",1.55998350380473,0.34756555580771
"Rev3l",-0.0568093892858834,0.599947948380929
"Gm22105",2.26123414736823,0.246908845724316
"Gm16210",4.11838711007669,0.146740119121298
"Mfsd4b1",-0.0848453498317962,0.841784456147537
"Gm8055",-0.420292170284052,0.731529842206457
"Slc16a10",-0.103266004357413,0.877197988271951
"Gm25613",2.67928782917488,0.337402516608078
"Gm31992",-2.08076839475573,0.628209524378579
"Gm47598",-0.762117244661532,0.618946119452157
"Fyn",-0.127510331919146,0.559841393770194
"Gm6963",-3.39904625114943,0.339365687333692
"Gm16364",0.155482628756653,0.797558122157527
"E130307A14Rik",0.204583623483408,0.453970100866207
"Traf3ip2",0.344081028348006,0.352986174000397
"Gm8899",0.782242246421692,0.663857600839605
"Gm16364",0.128967652909096,0.800732125619397
"2900078I11Rik",2.13369985975747,0.0352890113335867
"Rpf2",0.0755746679624328,0.795190207303124
"Gtf3c6",-0.116285255892517,0.535664054168855
"Rnu3a",2.90846168295633,0.503379818926378
"A930033M14Rik",0.899160289813487,0.748728739114875
"Gm47867",-1.42339573521465,0.538721633596567
"Amd1",-0.268639433710721,0.220729087984213
"Gm37786",0.127603041630389,0.862014072167951
"Ddo",0.555424418418638,0.110370589766161
"Cdk19",0.38354710947843,0.0672487212127512
"Cdk19os",0.285474066314554,0.673958270801839
"Mettl24",1.14170548984153,0.611685127523512
"Gm48057",0,1
"Gpr6",-1.74552543684269,0.156207125602563
"Wasf1",-0.108585004740139,0.580993685789694
"Cdc40",-0.0265033935841188,0.884903657039322
"Gm22948",3.93171909224948,0.145729527831387
"Ak9",-0.0120354366829244,0.993828401627767
"Gm25526",2.38696960987722,0.585682492307994
"Fig4",-0.0480159813731931,0.825052024401042
"Zbtb24",-0.124019494084809,0.557503302847617
"Ppil6",0.230683040607278,0.34429891534272
"Mical1",-0.333154514045121,0.398547035192759
"Smpd2",-0.155936830669006,0.304356487533016
"Cd164",-0.0754395159379321,0.662490895304676
"Ccdc162",-0.438038480372103,0.557606999516573
"Gm17196",-0.627111618548343,0.833406239398139
"5730435O14Rik",-0.548793198567444,0.898110266302537
"Cep57l1",-0.140449170139268,0.505921492303428
"BC048559",4.12096870366423,0.156837806070912
"Sesn1",-0.0616109663263458,0.703813640440313
"9930024M15Rik",0.536896725791891,0.0491807899948662
"Armc2",0.15247758700617,0.736433768047663
"1700016J18Rik",0.167073099234572,0.864477474621311
"Tdg-ps2",0.311131982748274,0.682952495026719
"Foxo3",0.008633781921413,0.966965002639021
"Sec63",-0.136906989567902,0.349672900045845
"Gm26464",-0.308120732286755,0.944071566834659
"Scml4",1.07585068624252,0.205191040052434
"Gm34006",-0.739389193232762,0.458333997466075
"Gm48671",-3.01195095881456,0.27962253861977
"Gm48670",4.0962614754758,0.279953862399294
"Afg1l",-0.0712594699956943,0.704310175336043
"Snx3",-0.143479001415644,0.372783030091432
"Nr2e1",-0.0242664585793248,0.932278548257755
"Ostm1",-0.142259169545947,0.4171787655747
"Gm15197",-0.0421023602011326,0.957264398803098
"9030612E09Rik",-0.135665465024822,0.740025561797079
"Gm47815",5.02297159982706,0.0656064326423837
"Sobp",-0.312368957569427,0.228357705665002
"Gm29246",-1.76069827332868,0.361176380389711
"Gm29245",0.216879728983001,0.734425481094994
"Bend3",-0.912986149904507,0.0871887223669215
"Pdss2",0.252891096199548,0.262868926339543
"Gm16546",-3.7921678860639,0.308030553598707
"Rps19-ps11",4.02465669088018,0.312552282149882
"Gm47856",0.0203372827379568,0.974403541554965
"Gm47857",0.563109524474368,0.342864206564934
"Gm3699",2.86991407088642,0.42369313477215
"Cd24a",0.459814135458376,0.0647535795373993
"Gm47889",-1.15075043815827,0.79372635013944
"Gm9803",0.274720170417256,0.569826862649604
"Mtres1",-0.00595073406191244,0.967039815641654
"Qrsl1",-0.0255720225939696,0.862131916713257
"Rtn4ip1",-0.0443021905693912,0.909064209716028
"Crybg1",0.537705413919828,0.309307051107781
"Prdm1",-0.306016357439337,0.205291179843847
"Gm47392",2.15560842210439,0.623058851325567
"Mir1929",1.83989007584809,0.675491675807153
"Atg5",-0.0389920502895764,0.848089459450441
"Gm26016",-1.15072424430219,0.793731033188359
"Gm15934",0.99033118578125,0.640486845256688
"Popdc3",0.0704238071847837,0.779587976424233
"Gm23766",1.22223088577363,0.781532597182701
"Prep",-0.00550630764300158,0.973821898029534
"Bves",-0.1276038863182,0.660921911093412
"Lin28b",-0.78235411404755,0.0809455216780334
"D030045P18Rik",5.02492331097158,0.0388481187005192
"Gm27410",0.740333909597056,0.866600514825728
"Hace1",-0.0678334009234483,0.740280680570851
"Gm47504",3.99748210689614,0.182182456521615
"Gm47502",3.12722977761116,0.404699446404288
"Gm47503",0.133316462255521,0.840619948628867
"Gpx4-ps2",-0.458585794633247,0.460015460790771
"Gm35552",-3.28375864524358,0.433695423059767
"Gm47331",-0.14685670748804,0.968765566985356
"Gm47356",-0.291894599598556,0.864964437635158
"Gm50490",-0.301588166429232,0.766609785352079
"Gm48123",-1.03726330335556,0.610471745794144
"Gm48128",0.556063605380485,0.50490019256281
"Gm48132",-0.208373360222011,0.890956474550696
"Gm48269",-0.800728731290917,0.355394440572737
"Gm48270",1.19340973791987,0.470339305945836
"Gm46223",1.55246077230444,0.492585654634069
"Gm48274",0.153095490056942,0.895977059768395
"Gm48275",0.605623422408813,0.580193092874039
"Grik2",0.247906741874208,0.250261922705758
"Gm26543",-1.57568916719868,0.346836989724785
"Gm47018",0.795579821758064,0.264860556334922
"Gm47022",-2.08127797494967,0.234297817473305
"Gm47016",-1.72746801048899,0.36528934980745
"Gm47023",0.773653593783976,0.565299923260314
"Gm47017",0.0733432610487148,0.936189900921572
"Ascc3",0.169966392203647,0.146595296268161
"Gm48332",-0.0203177577396784,0.990461822393157
"Gm18120",-2.73327735046691,0.432326083069459
"Gm48333",-0.622497911554405,0.757368840444551
"Gm48786",-0.00156721264580497,0.999600620677591
"Gm49339",5.19066782190573,0.0330270459825915
"Lilr4b",7.18780358292627,0.000493624055381714
"Lilrb4a",4.79423641161198,0.00315112857219559
"Gm48484",-1.53276506720798,0.658110843732105
"Gm40646",-0.809923028744068,0.839863228031674
"Dcbld1",-0.227255105732592,0.389534508313961
"Gopc",-0.721348768969267,0.227237136644885
"Gm47580",0.722241864074442,0.127096931036951
"Gm6627",0.271219550916499,0.47683474105006
"Nus1",-0.0364154217680197,0.792798302755694
"Cep85l",-0.0767654243261299,0.758555316635595
"Pln",0.864640729350537,0.278995165345701
"Gm47641",0,1
"Gm19395",-2.18419413825071,0.551576139709751
"Gm47644",-0.375085789651295,0.573727560598717
"Gm17823",-0.153926013884195,0.743200264456848
"Gm47623",0.434096769968588,0.909269752297503
"Slc35f1",-0.252251516867564,0.290710982051904
"Gm47622",3.27616256905312,0.451960622527267
"Gm47621",-0.310378998885187,0.69949449450036
"Gm47624",0.234187612073659,0.677357092186595
"Mcm9",-0.828591041461524,0.00688565619742293
"Gm47738",0.205597642693266,0.843695065393868
"Gm47739",0.290440442432757,0.778851421430387
"Gm47737",0,1
"Asf1a",-0.0645690704628716,0.64056430693814
"4930466K18Rik",-0.297762019374398,0.414258293959174
"Fam184a",-0.052684609194313,0.808824808012445
"Man1a",0.133427440411189,0.663282381336291
"Gm16998",-2.09078023348377,0.260638746152928
"Gm47917",1.2829421173553,0.191997137307562
"Rps8-ps1",-0.284721725234343,0.87524724501274
"Tbc1d32",0.149644172030407,0.392643843137516
"Gm29794",0.926986848558912,0.737233332224522
"Msl3l2",-0.712067863054087,0.000171862171262911
"Gm9118",-0.305035700780443,0.888617798050477
"Gja1",-0.100664362774552,0.804014001707492
"Pkib",-0.261415974088089,0.345049816066313
"Fabp7",-0.262933253415149,0.591088253952556
"Smpdl3a",0.0575581914724257,0.85920446735807
"AW822073",1.54899112754934,0.420553565158829
"Gm10807",1.77677989535556,0.561824763998046
"Duxf3",-1.93530226259806,0.228893923264036
"4930467K11Rik",1.69181395689553,0.570111248442368
"Hsf2",0.0376132941453904,0.82746176177561
"Serinc1",-0.138814190620086,0.417220618871171
"Gcc2",0.0521386179861413,0.722056527976461
"Gm23058",-0.90559438524717,0.687896650682606
"Lims1",0.0329699465794702,0.849253637452268
"Gm18042",-0.680426221474121,0.709501936486067
"Ccdc138",0.152065030593329,0.426110063595766
"Ranbp2",0.0716985448440281,0.593530256528484
"Edar",-0.913622313689824,0.759876000393401
"Septin10",0.12593832211967,0.728016145409144
"Gm23223",2.35932512155749,0.5900947969374
"AC153941.1",0.740304208977853,0.866605816384558
"Sowahc",-0.157216697164732,0.604951116558227
"Sh3rf3",-0.0581500008707987,0.868361451091507
"P4ha1",-0.0856163544194824,0.599065211499764
"Gm10273",-0.346530338376507,0.242616586774007
"Oit3",0.330747488495282,0.732006901585424
"Mcu",-0.143059785732916,0.336906370380511
"Gm10322",-3.29048739506779,0.435796174206654
"Dnajb12",-0.337709440531249,0.0113895827836016
"Ddit4",-0.0219602816012688,0.940166250781411
"Micu1",-0.152440273813946,0.293183830548223
"Gm17148",2.76144084349664,0.527212823762701
"Gm17059",-0.185300784318481,0.927534221802593
"Gm23803",0.415607010586724,0.743267318961642
"Gm7399",1.52083980316857,0.135468672036026
"Anapc16",-0.07422052678636,0.596706189159105
"Ascc1",-0.105702469952515,0.360612774393934
"Spock2",0.369356309575964,0.13009372700093
"Mir6906",2.27022457938989,0.52718133335134
"Chst3",0.140335140012345,0.469456110763708
"Gm22117",1.22228119115646,0.781523833366593
"Mir466j",0.484779586182857,0.909449905782144
"Unc5b",0.128963046005535,0.686678250992598
"Gm19972",-2.28662029923388,0.593124501116243
"Pcbd1",-0.244316069508808,0.409446424124018
"Slc29a3",-0.13883419285526,0.698418485188759
"Sgpl1",-0.332283404892308,0.363444765172782
"Gm44308",0.740280256347029,0.862972596040006
"Tbata",1.38478581256816,0.395976357722659
"Prf1",1.80635667487495,0.681143946350819
"Pald1",0.00159494754956383,0.99522272635091
"Gm48077",3.97877482565695,0.23261987852463
"Gm48074",2.15565517520792,0.623051313271109
"Eif4ebp2",0.0303462404202757,0.829711319810829
"Nodal",-3.07809478804499,0.399790944809784
"Gm48086",-0.308304630795838,0.491771677512973
"Gm28447",0.0901091805045404,0.960683811871989
"Npffr1",0.383094492398068,0.683673025445975
"Gm47595",2.34965475626103,0.108534654969376
"Gm47593",1.79494849505727,0.0443003075130009
"D830039M14Rik",2.30352001396169,0.010502680916105
"Lrrc20",0.0562741977183279,0.741171222556201
"Gm47594",-0.106974910542982,0.90511705706907
"Gm17829",-0.559860784820133,0.658757549606466
"Cdh23",-1.30993671325694,0.0486022383812529
"Vsir",1.11198183222022,0.029973805171573
"Gm17455",2.38355605206217,0.586226446790423
"Psap",-0.140203505701235,0.302641962400696
"Sar1a",-0.132813881465199,0.341947673440014
"Tysnd1",-0.288265232974352,0.161809173060526
"Ppa1",-0.211065427500577,0.147368169192087
"1700022H01Rik",-0.407612887507964,0.58282291821665
"Aifm2",0.109919348199722,0.626305881714497
"Macroh2a2",0.0118057822077236,0.943977483307354
"Col13a1",0.65454271020334,0.287876371053896
"Gm47919",-4.65814344904165,0.265915739975607
"Fam241b",-0.27512970261274,0.229255568092636
"Gm5424",1.11561616344169,0.382117086450337
"Tspan15",0.125923635203333,0.533067449733856
"Mir7662",-1.60229327067203,0.675574223774708
"Hkdc1",0.344430989903947,0.29796744689753
"Hk1",-0.0320528560738137,0.897659111181839
"Hk1os",0.496516063212301,0.295732188110493
"Supv3l1",-0.246439613007017,0.173439577677362
"4930507D05Rik",0.197338643737553,0.876899523570923
"Vps26a",0.0328721393562763,0.853186308945233
"Ddx21",-0.0173852101495598,0.906518609551905
"Srgn",0.737325247967569,0.254012256869435
"Kifbp",-0.263959469841696,0.0965105597168038
"4933428P19Rik",-3.00965437064644,0.0512181900269009
"Ddx50",-0.0527174006415615,0.647541531324738
"Stox1",-0.0934468483529493,0.866043592172971
"Snord98",-0.222694803368922,0.929009385436772
"Ccar1",0.0599038123168322,0.685928983731322
"Gm48146",0.459423351636902,0.335468589781388
"Tet1",-0.11575040841069,0.6594142897391
"Gm26479",0,1
"Gm48353",0.425521131972897,0.437928001719258
"Slc25a16",-0.030465536374381,0.82251096216202
"Gm16128",2.83290657210003,0.516395835989608
"Gm25862",-0.846090872729659,0.502566162734726
"Dna2",0.218199100118528,0.555796101702061
"Atoh7",-0.48688392350383,0.269971572256594
"Mypn",0.293671301961781,0.231215709180196
"Rufy2",0.265811134387841,0.0301774092802219
"Pbld2",0.513993319766578,0.397016716271152
"Gm16143",-0.462737311954933,0.898626793004036
"Gm16135",1.48868718438242,0.0381932602390794
"Hnrnph3",0.341701527389587,0.023106196097864
"1700120B22Rik",0.584554812461394,0.746157148421845
"Gm19337",0.623325265926208,0.51927381103524
"Herc4",0.211050453575142,0.123085774675198
"Sirt1",0.15850086251342,0.316165951504018
"Gm16145",0.265961804581452,0.804285308728824
"Dnajc12",-0.0531776568914087,0.80406794561153
"Gm26789",0.273821816287778,0.35423838470082
"Gm47615",0.472454939869591,0.417743735954607
"Gm47903",0,1
"Gm26576",-1.57197881643412,0.683950823721044
"1110002J07Rik",-0.762262136037854,0.7436133228075
"Ctnna3",-0.841905177319577,0.220483749367646
"Gm23854",-1.3267419142861,0.756543957961428
"Gm10118",-0.28194699085218,0.577085406478456
"Lrrtm3",0.00176982058568673,0.993322563867157
"Nrbf2",-0.164772559301082,0.389635494555417
"Gm31763",0.749640309544878,0.265623091329492
"Reep3",0.021889648637025,0.892433892808391
"Jmjd1c",0.177088449289438,0.15876435046046
"Gm26359",1.4838258106878,0.721680227384169
"Gm47574",0,1
"1700030E10Rik",0,1
"Egr2",2.959338005451,0.00198922297665858
"Ado",-0.107724800035067,0.614041233338831
"Rtkn2",-0.247202359136659,0.56346256527745
"Gm16212",3.03570303605388,0.48633748372798
"Gm49766",0,1
"Zfp365",-0.0328171958559475,0.787838319734624
"Gm32872",3.77480138122009,0.385262504781284
"Cabcoco1",-0.133160546625356,0.921089342271478
"Arid5b",0.0254691626035952,0.829798613130269
"Tmem26",-0.00166945852667196,0.99718427376722
"Cdk1",-0.863997408013442,0.439837188783594
"Rhobtb1",0.334937188956568,0.467703731031399
"A930033H14Rik",0.458572710999708,0.449875659714862
"Slc16a9",-0.319344758241088,0.484728188365586
"Gm9877",4.49849784635905,0.149917302804873
"Ccdc6",0.0856273840979583,0.660765241532007
"Ank3",0.485015810209809,0.0209623810767593
"Gm18636",3.04389417522972,0.0580969481770788
"Gm46231",2.27441726136405,0.495489846391067
"4930533K18Rik",2.76136991793228,0.527223501524798
"Bicc1",0.0579943105102947,0.905992191201648
"Gm32025",4.08773954612192,0.28870491981333
"Gm48025",0.117646984028691,0.948927709671704
"Fam13c",-0.112257811481345,0.516985368782279
"Gm22320",-3.07634256236813,0.467216155061585
"Phyhipl",-0.041127675387954,0.747666704259728
"Gm33979",2.13660400958054,0.284059162692725
"Gm29783",-0.403217145649139,0.760196860621348
"C730027H18Rik",-0.761023677424961,0.74886263785795
"C730027H18Rik",3.70280197474996,0.394500754076072
"1700113B09Rik",-4.29247297312437,0.306022387647807
