"Gene_Name","Log_Fold_Change","P_Value"
"Gm15455",-0.489210002913418,0.661985945471346
"Zfp451",0.439550407230543,0.177404818221308
"Bend6",-0.39449571858517,0.0337339717287151
"Gm37067",0.315221853648068,0.562187515484429
"Dst",0.073904611916753,0.673524744685059
"Mir6896",0.85659749611856,0.822917347247576
"Gm26788",0.360344624778224,0.618245518454078
"Gm38157",0.508340409881955,0.395035066214473
"Gm37354",0.462409601945625,0.425157170582708
"A930005N03Rik",0.34188900761568,0.308310868649693
"Gm37385",-0.21391804217349,0.861713270555352
"Gm3052",0.43734102538286,0.51770652838088
"Mir5103",1.07781814227305,0.791439987398106
"Gm28306",4.79822496713902,0.156165253043351
"Imp4",0.0125255348131824,0.934951437454398
"Gm37233",1.15720026451607,0.658579444964012
"Ccdc115",-0.406362516889766,0.189232922194646
"Ptpn18",0.383860225190779,0.108795098634833
"Gm28417",0.398148239368275,0.634196322616542
"Amer3",-0.106041709756519,0.809117491445388
"Col19a1",-0.0184906692506106,0.959611284363153
"Gm26418",1.57979979474158,0.719687832012879
"Tubb4b-ps2",-1.05346853500468,0.527970919879126
"Gm28439",27.0656591687961,4.0072872166157e-10
"Gm10222",-1.135999053289,0.727272054167488
"Gm28438",0.740333909597056,0.866600514825728
"Gm28437",-0.52315899580162,0.861732263933803
"Gm10925",-0.140072095060118,0.392796022325858
"Gm28661",-1.17483426410398,0.764963001400322
"Lmbrd1",0.00790822193706011,0.95694403137649
"Gm29216",29.3861129042466,1.12201405306528e-11
"Gm37068",0,1
"1110002O04Rik",0.995649094642348,0.71876812048509
"Arhgef4",-0.318688009447381,0.125840691940808
"Gm37224",1.60832573993733,0.646303991339455
"Gm37845",0.237541134275157,0.950889078806184
"Fam168b",-0.0559104506037688,0.937478125798388
"Plekhb2",-0.134904415331933,0.291470551056493
"Gm38336",0.436156556958673,0.180810477886359
"Arhgef4",0.907228087350124,0.579978628591976
"Gm37127",0.171614919117066,0.757505464592093
"Gm33280",-0.0634958106522539,0.949829337589655
"Hs6st1",-0.520550239483746,0.601783019764429
"Neurl3",0.225064434567242,0.641538950939395
"Uggt1",0.269977300713085,0.16980580683573
"Mir6897",0,1
"Cnnm3",0.367647767040143,0.552877418601899
"Arid5a",0.0204704822879169,0.962434601612676
"Kansl3",0.385839649038896,0.182025386755099
"Fer1l5",-0.17712472372326,0.58463754342292
"Lman2l",0.0304827090835015,0.836776247727871
"4930403P22Rik",0.0513239046021161,0.891746313154938
"Cnnm4",0.359795492965992,0.0731028745486074
"Gm37909",0.511934298171004,0.202707971876894
"Gm47280",1.3525604253229,0.450397359043293
"Ankrd23",0.117712568627074,0.617482116463943
"Gm42417",-0.159260526832056,0.910133534137566
"Ankrd39",0.117280662515326,0.525412845485957
"Zap70",-0.350340139889084,0.262481474138122
"Tmem131",0.259631319555423,0.263942807610424
"Gm37506",1.60226481950105,0.715840638519263
"Gm38115",0.907499837701207,0.0415719289579487
"F830112A20Rik",0.0678889705541598,0.890477725750831
"Vwa3b",1.88594923137315,0.4068070389961
"Gm37020",3.94977246973701,0.250806225537996
"Cnga3",-0.463748060188957,0.073197328226409
"Sema4c",0.13597334269783,0.733750068023113
"D430040D24Rik",-0.308579078496262,0.779164404961138
"Fam178b",1.2221758171516,0.748054767224813
"Gm6428",0.542854934958539,0.901207772589029
"Gm24133",0,1
"Actr1b",-0.158312935633869,0.199721802341073
"4933424G06Rik",1.09807587860601,0.392262084826547
"Cox5b",-0.0525340682269016,0.748232433892906
"Gm33533",3.81145428996397,0.343449588379547
"Mgat4a",-0.00867457508977066,0.964352061228383
"Gm43213",-0.0614755539678371,0.940485356121233
"Inpp4a",-0.149896905094961,0.347863491859952
"Gm37135",2.95439634200011,0.498274001349057
"4930439A04Rik",0.473946760076619,0.48338091318758
"Unc50",-0.181825406864691,0.248977903746922
"Coa5",-0.000596154233679764,0.996074042621959
"4930470B04Rik",-2.4607921783352,0.556473010041155
"Gm19863",0,1
"4930556I23Rik",0,1
"2010300C02Rik",0.400486939154398,0.56325644193821
"Tsga10",-0.173316276259543,0.346715189770482
"Gm26805",-1.94135923195528,0.390048012751598
"Lipt1",0.159919253174203,0.744306535336839
"Mitd1",0.227841051908243,0.306592448197858
"Lyg2",2.08956103493352,0.633909307120725
"Mrpl30",-0.193148168549157,0.330281913416007
"Gm15457",0,1
"Gm23409",-4.87810893018373,0.243640593538615
"Txndc9",-0.050918102696564,0.776938969821622
"Eif5b",0.106298611602854,0.433072789031399
"Rev1",-0.00769719299246582,0.955573224587394
"Gm37062",-0.16719085582321,0.914904499639199
"Aff3",-0.0174317792243336,0.967726134320215
"Gm16150",-0.303678104859127,0.711816695411913
"Gm16152",-1.10720243648082,0.392802045254361
"Gm16151",-1.99269512189581,0.035473753741094
"Gm34727",2.94738182408135,0.22149615200437
"2610300A13Rik",1.22228119115646,0.781523833366593
"Lonrf2",-0.0925674801983368,0.54048105504505
"Chst10",0.0567377708426954,0.800557196418699
"Gm37707",1.31836476222173,0.484465849522502
"Pdcl3",-0.00919662457578654,0.951816142307267
"Gm37309",0.105533041785622,0.796364580407672
"Gm20428",3.3664654396594,0.439416013424825
"Npas2",0.522983463907008,0.230166577297543
"Gm3617",-0.262595649831121,0.764737780988459
"Cnot11",-0.167969545387531,0.430565043858121
"Rnf149",-0.553561143924758,0.299608666251793
"Gm15832",-0.200223567510698,0.888028754227004
"Gm23722",0.387176631621781,0.742991837625705
"Snord89",-0.00765641528423418,0.995833055519527
"Gm5100",0,1
"Tbc1d8",0.106633360278149,0.437188045583083
"Gm37265",0.212688244658209,0.785679582270433
"Rpl31",-0.225663968387043,0.140782749864447
"D930019O06Rik",-0.904302261725489,0.540723836413251
"Creg2",-0.260176360968588,0.270842520741761
"Map4k4",0.171972827164394,0.354458912059185
"Il1r2",1.55577574472969,0.244323360353722
"Gm37347",0,1
"4930456G14Rik",-0.154341436124741,0.878476383957899
"Gm16894",-0.70731645079938,0.0977408339056395
"Il1rl1",0.214981304096216,0.917194465530024
"Gm38070",-0.502128237056266,0.78102667553453
"Il1r1",0.583151652164131,0.0187476896159079
"Slc9a4",1.13024743798819,0.702164220735035
"Gm37435",3.39652028451254,0.435285890768848
"Slc9a2",-1.62900072275116,0.59577974213163
"Gm37623",-3.29046767898911,0.435799009384796
"Gm37915",4.5286204483584,0.123841103765216
"Mfsd9",1.24374127179661,0.0989520264015796
"Gm28175",-0.698771603883002,0.768732774548836
"Pantr1",0.0222759451438377,0.959260355528144
"Pou3f3",0.626144924355,0.0463707069463107
"4930420N18Rik",0,1
"Gm20646",-0.965530677222584,0.762631124808838
"Pantr2",-0.598101452456273,0.755682954994777
"Dalir",-2.37120606491341,0.405918495284375
"Gm23126",-2.27677995803283,0.589904882406024
"Mrps9",-0.068430818498525,0.622275600024029
"Gpr45",-0.629209623508026,0.334852161123425
"Tgfbrap1",-0.110877894108535,0.771991625976855
"Gm24001",1.22228119115646,0.781523833366593
"8430432A02Rik",0.195947023930087,0.754837467618408
"AI597479",-0.115539530553216,0.499082166626252
"Fhl2",-0.522264889829664,0.507790353145096
"Gm8210",0.389986764194148,0.595274198841844
"Gm29155",-1.25775338239506,0.752734295363722
"Ecrg4",0.290244854850363,0.689381579633749
"Gm29157",4.89930759528662,0.141181152650497
"Nck2",-0.295032400325095,0.23138554602522
"Gm37536",-1.94979727569029,0.336058389016259
"Gm38228",0.332060921692132,0.525819271986744
"Gm29156",0.19021054148799,0.936691102193278
"Uxs1",0.413868953819062,0.0459207663527953
"Gm16103",-0.00428726057525961,0.995713376083251
"Mettl21c",0.255200538330818,0.770419730804146
"Gm15838",1.81731777174337,0.679294589741329
"Gm8251",-0.442158068987974,0.404784642567604
"Tex30",-0.226880637038153,0.226958324022933
"Gm29247",-3.87677243671031,0.356341516340616
"Poglut2",0.219263462281436,0.190447807720734
"Tpp2",-0.0144709683647896,0.928717017476335
"Mettl21e",-3.6123998880023,0.338333689344863
"Gm15833",0,1
"Txn-ps1",0,1
"Bivm",-0.0616542425185333,0.698475137688575
