GeneID	log2FoldChange	padj
N	1.53065125941179	0.0914252568860178
N	-0.506321283385761	NA
N	0.11577052881923	0.998003304127109
N	0.272502864043662	NA
N	-2.08073724066926	NA
N	0.0666046152332025	0.998003304127109
N	-0.0900252271841658	0.998003304127109
N	0.95363779735968	0.926246936620251
N	0.592189840040471	0.998003304127109
N	NA	NA
N	0	NA
N	NA	NA
N	0.533717187101832	NA
N	NA	NA
N	-0.418543417454985	0.966636318133936
N	-0.103095205280648	0.998003304127109
N	-0.100564572165437	0.998003304127109
N	-0.228388840138323	0.841484861006435
N	-4.07397659993478	NA
N	NA	NA
N	-0.0172916023589096	0.999042405554792
N	1.73824552735418	NA
N	1.22228119115646	NA
N	1.14494787503703	0.919605149693582
N	0.0835929362205786	0.998003304127109
N	0.0638269005815555	0.998003304127109
N	1.87261233145316	NA
N	0.294942814508728	0.983512741376774
N	0.446012607478656	0.992732560410177
N	0.436282168929022	0.993366495578646
N	0.166735731612886	NA
N	0.783574694438788	0.998003304127109
N	-0.142036358361745	0.998003304127109
N	0.944105790410059	0.993366495578646
N	1.95930187489463	NA
N	-1.30602228847416	0.992285978848892
N	-0.433181484424711	NA
N	4.18523614372113	NA
N	-0.197265530016588	0.998003304127109
N	NA	NA
N	-0.12574669533671	0.996408278577198
N	-3.13269370308105	NA
N	0.222886744454221	0.998003304127109
N	0.129466597854829	0.998003304127109
N	-0.2888306591616	0.919605149693582
N	0.403537223086937	0.998003304127109
N	-0.0718824037031913	0.998003304127109
N	0.0454355840267972	0.998003304127109
N	-0.0520972349704605	0.998003304127109
N	-0.0768783798970514	0.998003304127109
N	-2.87414228068092	NA
N	1.22227068201943	NA
N	-0.266349937586199	0.998003304127109
N	3.83715526853465	NA
N	-0.0783150111388625	0.998003304127109
N	0.228482136039973	0.998003304127109
N	0.0947869236698851	0.998003304127109
N	0.13712908900641	0.998003304127109
N	-0.0862122022837991	0.998003304127109
N	0.221998852911909	0.998003304127109
N	-0.222702971210867	0.998003304127109
N	0.424069931417283	0.995873941682287
N	0.537221592153678	0.972768189214559
N	-0.0344014932363249	0.998003304127109
N	0.864860071422096	0.841484861006435
N	0.273995986789575	0.998003304127109
N	0.189799506144262	0.998003304127109
N	0.805555209830343	0.814823340387291
N	0.337204086181528	0.998003304127109
N	0.117343284387603	0.998003304127109
N	0.845517838953391	0.948393567634685
N	0.291875116994781	0.998003304127109
N	-0.456904491887982	0.998003304127109
N	-0.607109107436419	0.982032700084622
N	0.177456953236904	0.998003304127109
N	0.206390988776298	0.998003304127109
N	-0.411381155231428	0.939559910022436
N	0.682419509879694	0.83087039735169
N	-0.154624721335731	0.998003304127109
N	-0.126069647595253	0.998003304127109
N	-1.11457964955848	0.939559910022436
N	-0.419954607077363	0.998003304127109
N	2.87955216507342	NA
N	NA	NA
N	-0.22387013998858	0.995873941682287
N	1.53502105564828	NA
N	0.740290986675331	NA
N	-0.0185596102994164	0.998003304127109
N	4.04145283501029	NA
N	1.08280125769068	0.966636318133936
N	-0.134665233650447	0.998003304127109
N	0.336602154774002	0.998003304127109
N	0.327270197573244	0.998003304127109
N	0.265500631496784	0.998003304127109
N	NA	NA
N	-0.119068146856898	0.998003304127109
N	-1.53578196871889	NA
N	2.20659520182782	0.921500614611896
N	6.13583176049277	0.320923200947261
N	-0.151305405909228	0.998003304127109
N	0	NA
N	-0.692040256900242	0.982390447294788
N	-0.489210002913418	0.998003304127109
N	0.439550407230543	0.939559910022436
N	-0.39449571858517	0.644725317410289
N	0.315221853648068	0.998003304127109
N	NA	NA
N	NA	NA
N	0.073904611916753	0.998003304127109
N	0.85659749611856	NA
N	0.360344624778224	0.998003304127109
N	0.508340409881955	0.993741780604532
N	0.462409601945625	0.996681385385321
N	0.34188900761568	0.98050806750679
N	-0.21391804217349	NA
N	0.43734102538286	0.998003304127109
N	1.07781814227305	NA
N	4.79822496713902	NA
N	0.0125255348131824	0.998003304127109
N	1.15720026451607	0.998003304127109
N	-0.406362516889766	0.951319877066936
N	0.383860225190779	0.888545159311395
N	0.398148239368275	0.998003304127109
N	NA	NA
N	-0.106041709756519	0.998003304127109
N	-0.0184906692506106	0.998496076438154
N	1.57979979474158	NA
N	-1.05346853500468	NA
N	27.0656591687961	9.57821790515484e-07
N	-1.135999053289	0.998003304127109
N	0.740333909597056	NA
N	-0.52315899580162	0.998003304127109
N	-0.140072095060118	0.993659600316592
N	-1.17483426410398	0.998003304127109
N	0.00790822193706011	0.998496076438154
N	29.3861129042466	3.83119712805233e-08
N	0	NA
N	0.995649094642348	NA
N	-0.318688009447381	0.904139984396505
N	1.60832573993733	NA
N	0.237541134275157	NA
N	-0.0559104506037688	0.998003304127109
N	-0.134904415331933	0.977253631854269
N	0.436156556958673	0.939559910022436
N	0.907228087350124	NA
N	0.171614919117066	0.998003304127109
N	-0.0634958106522539	0.998003304127109
N	NA	NA
N	-0.520550239483746	0.998003304127109
N	0.225064434567242	0.998003304127109
N	0.269977300713085	0.93750950995775
N	0	NA
N	0.367647767040143	0.998003304127109
N	NA	NA
N	0.0204704822879169	0.998496076438154
N	0.385839649038896	0.939559910022436
N	NA	NA
N	-0.17712472372326	0.998003304127109
N	0.0304827090835015	0.998003304127109
N	0.0513239046021161	0.998003304127109
N	0.359795492965992	0.813350694323303
N	0.511934298171004	0.959630735849876
N	1.3525604253229	NA
N	0.117712568627074	0.998003304127109
N	-0.159260526832056	0.998003304127109
N	0.117280662515326	0.998003304127109
N	NA	NA
N	-0.350340139889084	0.972305312360502
N	0.259631319555423	0.972768189214559
N	1.60226481950105	NA
N	0.907499837701207	0.69148510659831
N	0.0678889705541598	0.998003304127109
N	1.88594923137315	NA
N	3.94977246973701	NA
N	-0.463748060188957	0.813350694323303
N	0.13597334269783	0.998003304127109
N	-0.308579078496262	0.998003304127109
N	1.2221758171516	NA
N	0.542854934958539	NA
N	0	NA
N	-0.158312935633869	0.956850357003563
N	1.09807587860601	0.993659600316592
N	-0.0525340682269016	0.998003304127109
N	3.81145428996397	NA
N	-0.00867457508977066	0.998496076438154
N	-0.0614755539678371	0.998003304127109
N	NA	NA
N	-0.149896905094961	0.991843486759852
N	2.95439634200011	NA
N	0.473946760076619	0.998003304127109
N	-0.181825406864691	0.96985142944645
N	-0.000596154233679764	0.999902916158577
N	-2.4607921783352	NA
N	0	NA
N	0	NA
N	0.400486939154398	0.998003304127109
N	-0.173316276259543	0.991843486759852
N	-1.94135923195528	NA
N	0.159919253174203	0.998003304127109
N	0.227841051908243	0.978612005817234
N	2.08956103493352	NA
N	-0.193148168549157	0.986130955679192
N	0	NA
N	NA	NA
N	-4.87810893018373	NA
N	-0.050918102696564	0.998003304127109
N	0.106298611602854	0.997442154688484
N	-0.00769719299246582	0.998496076438154
N	-0.16719085582321	0.998003304127109
N	-0.0174317792243336	0.998508896974792
N	-0.303678104859127	0.998003304127109
N	-1.10720243648082	0.993659600316592
N	-1.99269512189581	0.652051362564248
N	2.94738182408135	0.966636318133936
N	1.22228119115646	NA
N	-0.0925674801983368	0.998003304127109
N	0.0567377708426954	0.998003304127109
N	1.31836476222173	NA
N	-0.00919662457578654	0.998003304127109
N	0.105533041785622	0.998003304127109
N	3.3664654396594	NA
N	0.522983463907008	0.966636318133936
N	-0.262595649831121	0.998003304127109
N	-0.167969545387531	0.996998052606783
N	-0.553561143924758	0.978612005817234
N	-0.200223567510698	0.998003304127109
N	0.387176631621781	0.998003304127109
N	-0.00765641528423418	NA
N	0	NA
N	0.106633360278149	0.998003304127109
N	0.212688244658209	0.998003304127109
N	-0.225663968387043	0.921500614611896
N	-0.904302261725489	0.998003304127109
N	-0.260176360968588	0.973039690260201
N	0.171972827164394	0.992285978848892
N	1.55577574472969	0.967177369853371
N	0	NA
N	-0.154341436124741	0.998003304127109
N	-0.70731645079938	0.867901680800109
N	0.214981304096216	0.998003304127109
N	-0.502128237056266	0.998003304127109
N	0.583151652164131	0.528967809407583
N	NA	NA
N	1.13024743798819	NA
N	3.39652028451254	NA
N	-1.62900072275116	NA
N	-3.29046767898911	NA
N	4.5286204483584	0.901371541868554
N	1.24374127179661	0.867901680800109
N	NA	NA
N	NA	NA
N	-0.698771603883002	NA
N	0.0222759451438377	0.998496076438154
N	0.626144924355	0.721674928828067
N	0	NA
N	-0.965530677222584	NA
N	-0.598101452456273	0.998003304127109
N	-2.37120606491341	NA
N	-2.27677995803283	NA
N	-0.068430818498525	0.998003304127109
N	-0.629209623508026	0.986387242470573
N	NA	NA
N	-0.110877894108535	0.998003304127109
N	1.22228119115646	NA
N	0.195947023930087	0.998003304127109
N	-0.115539530553216	0.998003304127109
N	-0.522264889829664	0.998003304127109
N	0.389986764194148	0.998003304127109
N	-1.25775338239506	NA
N	0.290244854850363	0.998003304127109
N	4.89930759528662	NA
N	-0.295032400325095	0.966636318133936
N	-1.94979727569029	NA
N	0.332060921692132	0.998003304127109
N	0.19021054148799	NA
N	0.413868953819062	0.718815246575078
N	-0.00428726057525961	0.999902916158577
N	0.255200538330818	0.998003304127109
N	1.81731777174337	NA
N	-0.442158068987974	0.995273566637498
N	-0.226880637038153	0.966636318133936
N	-3.87677243671031	NA
N	0.219263462281436	0.951391228312905
N	-0.0144709683647896	0.998003304127109
N	-3.6123998880023	NA
N	0	NA
N	0	NA
N	-0.0616542425185333	0.998003304127109
N	0.0345940358384347	0.998003304127109
N	-0.0742101743620445	0.998003304127109
N	1.9698235706046	0.780855429544092
N	0.568756130302047	0.970022799986207
N	1.33636586283157	0.797962993804636
N	3.27031343440891	0.822067186993827
N	0.850499032375246	0.998003304127109
N	-1.26800206595028	NA
N	0.363323344850466	0.998003304127109
N	-1.22754188630837	NA
N	-0.142347726149301	0.998003304127109
N	-0.0193827820791208	0.998003304127109
N	-0.406133028403478	0.966636318133936
N	2.08952315829435	NA
N	0.0965159725692545	NA
N	0.153042011208971	0.998003304127109
N	-2.69691416591968	NA
N	-1.42146498982617	0.973765821548633
N	0	NA
N	-0.0564492859402698	0.998003304127109
N	-0.00424788353749305	0.998938091336334
N	-0.113499091286583	0.998003304127109
N	0.365831143351524	0.981130961725197
N	0.556969121927195	0.802411862680556
N	0.800079477387124	0.998003304127109
N	NA	NA
N	-2.3651311906718	NA
N	NA	NA
N	-0.238448608322485	0.973039690260201
N	0.492415231772414	0.982032700084622
N	-1.11800582938198	0.973039690260201
N	-0.911411641156006	0.665554126004952
N	-1.15072424430219	NA
N	0.449622070290692	NA
N	-0.188487216410917	0.993366495578646
N	-2.1861864334736	0.90481655977378
N	1.55120873773699	NA
N	0.0185740005702688	0.998508896974792
N	-1.1815125873382	NA
N	-4.50910463163477	NA
N	-0.18789917162874	NA
N	-0.189882149628166	0.998003304127109
N	-0.636093840266267	0.96175091748666
N	0.647659093985914	0.998003304127109
N	-0.0621007844510929	0.998650289120659
N	0.216981919854893	0.998003304127109
N	2.06313946402804	NA
N	0.257517947916587	0.895411134951193
N	1.23372452486208	0.998003304127109
N	-0.202957285205707	0.994466994506777
N	1.02825022231165	0.471930125585325
N	-0.123206920544821	0.998003304127109
N	0.275521106779127	0.998003304127109
N	0.0322951743355539	0.998003304127109
N	0	NA
N	1.04382231342329	0.96985142944645
N	0.418339006183963	NA
N	0.413997124046886	0.346635501288151
N	0.22517124356831	0.948957488304227
N	-0.587717301905369	NA
N	-0.200058852904538	0.993366495578646
N	5.1605254241264	NA
N	-0.0423082024705087	0.998003304127109
N	-0.564314504720147	0.998003304127109
N	-0.0156102506638367	0.998003304127109
N	-0.255339848186143	0.966636318133936
N	-0.342355653369013	0.998003304127109
N	0.8620000978062	NA
N	NA	NA
N	0.311709565282165	0.998003304127109
N	-0.245049108113487	0.921500614611896
N	-0.075977820705851	0.998003304127109
N	-0.0163834841128382	0.998003304127109
N	-2.13174028403439	NA
N	-0.127847947447486	0.998003304127109
N	1.22227068201943	NA
N	NA	NA
N	-0.535950697574072	0.998003304127109
N	0.267780371409005	0.919757477104077
N	-0.101152069184251	0.998003304127109
N	2.32484460398663	0.831920231929771
N	0.0605761633809914	0.998003304127109
N	-0.213866255109073	0.998003304127109
N	0.276627080889466	0.939559910022436
N	-0.779987567934298	0.994536585388332
N	-0.219573030700783	0.998003304127109
N	1.79137995286939	NA
N	-0.75776926926799	0.998003304127109
N	-0.0345219443734019	0.998003304127109
N	-0.147894850599894	0.993366495578646
N	-0.169591920826677	0.993366495578646
N	NA	NA
N	5.20322014914527	NA
N	-0.199661306530057	0.966636318133936
N	0.0859347957439407	0.998003304127109
N	-4.85372295296744	NA
N	-0.00800332816206314	0.998776412789357
N	4.49254934150018	NA
N	-1.3414967057333	NA
N	NA	NA
N	NA	NA
N	NA	NA
N	0.598945628051019	0.998003304127109
N	-0.180054358390487	0.986387242470573
N	0.537142448917312	0.871230680152129
N	NA	NA
N	1.22895464019537	0.998003304127109
N	1.85924167694837	0.998003304127109
N	0.287699103908761	0.982461111862557
N	0.0477238079885795	0.998003304127109
N	-1.00614177559021	0.982461111862557
N	0	NA
